1	0	95800320	
2	2.118594e-03	121118	
3	4.237189e-03	75093	
4	6.355783e-03	57634	
5	8.474377e-03	47521	
6	1.059297e-02	41117	
7	1.271157e-02	36449	
8	1.483016e-02	32878	
9	1.694875e-02	30087	
10	1.906735e-02	27840	
11	2.118594e-02	25840	
12	2.330454e-02	24116	
13	2.542313e-02	22645	
14	2.754173e-02	21330	
15	2.966032e-02	20138	
16	3.177891e-02	19095	
17	3.389751e-02	18114	
18	3.601610e-02	17230	
19	3.813470e-02	16412	
20	4.025329e-02	15671	
21	4.237189e-02	14985	
22	4.449048e-02	14304	
23	4.660907e-02	13691	
24	4.872767e-02	13132	
25	5.084626e-02	12622	
26	5.296486e-02	12145	
27	5.508345e-02	11673	
28	5.720205e-02	11207	
29	5.932064e-02	10771	
30	6.143923e-02	10373	
31	6.355783e-02	10019	
32	6.567642e-02	9662	
33	6.779502e-02	9313	
34	6.991361e-02	9011	
35	7.203221e-02	8709	
36	7.415080e-02	8416	
37	7.626939e-02	8124	
38	7.838799e-02	7870	
39	8.050658e-02	7616	
40	8.262518e-02	7355	
41	8.474377e-02	7126	
42	8.686237e-02	6894	
43	8.898096e-02	6654	
44	9.109955e-02	6471	
45	9.321815e-02	6290	
46	9.533674e-02	6121	
47	9.745534e-02	5961	
48	9.957393e-02	5791	
49	1.016925e-01	5647	
50	1.038111e-01	5477	
51	1.059297e-01	5327	
52	1.080483e-01	5172	
53	1.101669e-01	5017	
54	1.122855e-01	4879	
55	1.144041e-01	4738	
56	1.165227e-01	4617	
57	1.186413e-01	4488	
58	1.207599e-01	4345	
59	1.228785e-01	4226	
60	1.249971e-01	4103	
61	1.271157e-01	3981	
62	1.292343e-01	3867	
63	1.313528e-01	3750	
64	1.334714e-01	3640	
65	1.355900e-01	3532	
66	1.377086e-01	3438	
67	1.398272e-01	3340	
68	1.419458e-01	3250	
69	1.440644e-01	3167	
70	1.461830e-01	3076	
71	1.483016e-01	3017	
72	1.504202e-01	2938	
73	1.525388e-01	2866	
74	1.546574e-01	2787	
75	1.567760e-01	2712	
76	1.588946e-01	2644	
77	1.610132e-01	2572	
78	1.631318e-01	2509	
79	1.652504e-01	2431	
80	1.673689e-01	2364	
81	1.694875e-01	2303	
82	1.716061e-01	2241	
83	1.737247e-01	2182	
84	1.758433e-01	2121	
85	1.779619e-01	2076	
86	1.800805e-01	2018	
87	1.821991e-01	1955	
88	1.843177e-01	1906	
89	1.864363e-01	1864	
90	1.885549e-01	1807	
91	1.906735e-01	1758	
92	1.927921e-01	1701	
93	1.949107e-01	1650	
94	1.970293e-01	1599	
95	1.991479e-01	1559	
96	2.012665e-01	1516	
97	2.033851e-01	1479	
98	2.055036e-01	1436	
99	2.076222e-01	1408	
100	2.097408e-01	1378	
101	2.118594e-01	1346	
102	2.139780e-01	1317	
103	2.160966e-01	1283	
104	2.182152e-01	1248	
105	2.203338e-01	1217	
106	2.224524e-01	1192	
107	2.245710e-01	1159	
108	2.266896e-01	1117	
109	2.288082e-01	1085	
110	2.309268e-01	1046	
111	2.330454e-01	1022	
112	2.351640e-01	997	
113	2.372826e-01	967	
114	2.394012e-01	938	
115	2.415197e-01	911	
116	2.436383e-01	885	
117	2.457569e-01	868	
118	2.478755e-01	837	
119	2.499941e-01	819	
120	2.521127e-01	799	
121	2.542313e-01	777	
122	2.563499e-01	755	
123	2.584685e-01	744	
124	2.605871e-01	720	
125	2.627057e-01	700	
126	2.648243e-01	674	
127	2.669429e-01	648	
128	2.690615e-01	633	
129	2.711801e-01	614	
130	2.732987e-01	595	
131	2.754173e-01	571	
132	2.775358e-01	554	
133	2.796544e-01	537	
134	2.817730e-01	522	
135	2.838916e-01	507	
136	2.860102e-01	497	
137	2.881288e-01	481	
138	2.902474e-01	461	
139	2.923660e-01	447	
140	2.944846e-01	434	
141	2.966032e-01	422	
142	2.987218e-01	409	
143	3.008404e-01	395	
144	3.029590e-01	388	
145	3.050776e-01	377	
146	3.071962e-01	364	
147	3.093148e-01	353	
148	3.114334e-01	345	
149	3.135520e-01	332	
150	3.156705e-01	321	
151	3.177891e-01	309	
152	3.199077e-01	299	
153	3.220263e-01	288	
154	3.241449e-01	279	
155	3.262635e-01	270	
156	3.283821e-01	265	
157	3.305007e-01	249	
158	3.326193e-01	244	
159	3.347379e-01	238	
160	3.368565e-01	236	
161	3.389751e-01	224	
162	3.410937e-01	217	
163	3.432123e-01	210	
164	3.453309e-01	207	
165	3.474495e-01	201	
166	3.495681e-01	194	
167	3.516866e-01	183	
168	3.538052e-01	172	
169	3.559238e-01	163	
170	3.580424e-01	160	
171	3.601610e-01	159	
172	3.622796e-01	154	
173	3.643982e-01	147	
174	3.665168e-01	144	
175	3.686354e-01	142	
176	3.707540e-01	140	
177	3.728726e-01	135	
178	3.749912e-01	128	
179	3.771098e-01	124	
180	3.792284e-01	121	
181	3.813470e-01	116	
182	3.834656e-01	116	
183	3.855842e-01	112	
184	3.877028e-01	108	
185	3.898213e-01	100	
186	3.919399e-01	96	
187	3.940585e-01	90	
188	3.961771e-01	89	
189	3.982957e-01	85	
190	4.004143e-01	81	
191	4.025329e-01	76	
192	4.046515e-01	71	
193	4.067701e-01	70	
194	4.088887e-01	68	
195	4.110073e-01	62	
196	4.131259e-01	58	
197	4.152445e-01	58	
198	4.173631e-01	55	
199	4.194817e-01	51	
200	4.216003e-01	50	
201	4.237189e-01	47	
202	4.258374e-01	44	
203	4.279560e-01	42	
204	4.300746e-01	41	
205	4.321932e-01	41	
206	4.343118e-01	39	
207	4.364304e-01	35	
208	4.385490e-01	35	
209	4.406676e-01	34	
210	4.427862e-01	31	
211	4.449048e-01	30	
212	4.470234e-01	30	
213	4.491420e-01	29	
214	4.512606e-01	26	
215	4.533792e-01	26	
216	4.554978e-01	25	
217	4.576164e-01	25	
218	4.597350e-01	23	
219	4.618536e-01	21	
220	4.639721e-01	18	
221	4.660907e-01	17	
222	4.682093e-01	14	
223	4.703279e-01	13	
224	4.724465e-01	13	
225	4.745651e-01	11	
226	4.766837e-01	10	
227	4.788023e-01	9	
228	4.809209e-01	9	
229	4.830395e-01	9	
230	4.851581e-01	8	
231	4.872767e-01	8	
232	4.893953e-01	7	
233	4.915139e-01	6	
234	4.936325e-01	6	
235	4.957511e-01	5	
236	4.978697e-01	2	
237	4.999882e-01	1	
238	5.021068e-01	1	
239	5.042254e-01	1	
240	5.063440e-01	1	
241	5.084626e-01	1	
242	5.105812e-01	1	
243	5.126998e-01	1	
244	5.148184e-01	1	
245	5.169370e-01	1	
246	5.190556e-01	1	
247	5.211742e-01	1	
248	5.232928e-01	1	
249	5.254114e-01	1	
250	5.275300e-01	1	
251	5.296486e-01	1	
252	5.317672e-01	1	
253	5.338858e-01	1	
254	5.360044e-01	1	
255	5.381229e-01	1	
256	5.402415e-01	1	
